policy,policy_type,selection_cost_mode,lambda,mean_reward,mean_cost,mean_utility,mean_called_routes,choice_counts_by_route,call_counts_by_route,first_call_counts_by_route
state_policy::forced_scout_0_max4,forced_scout_chain,predicted_costs_experts_fixed_scout,50.0,0.34965034965034963,0.0018755376713286715,0.25587346608391603,1.4825174825174825,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 157, 'solver:openai/gpt-oss-20b': 108, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 21}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 117, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 21}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
always::scout:Qwen/Qwen3-4B-Instruct-2507,always_direct,none,75.0,0.2902097902097902,0.00026183225874125865,0.2705723708041958,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
always::solver:openai/gpt-oss-20b,always_direct,none,75.0,0.3881118881118881,0.0030106595979021,0.16231241826923062,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_direct,none,75.0,0.4020979020979021,0.004328844195804197,0.07743458741258735,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}"
always::solver:openai/gpt-oss-120b,always_direct,none,75.0,0.47202797202797203,0.013906351258741255,-0.5709483723776221,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}"
state_policy::input_only_direct,input_only_direct,predicted_costs_experts_fixed_scout,75.0,0.34615384615384615,0.001156716,0.25940014615384616,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 163, 'solver:openai/gpt-oss-20b': 123, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 163, 'solver:openai/gpt-oss-20b': 123, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 163, 'solver:openai/gpt-oss-20b': 123, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
state_policy::flexible_bare_max4,flexible_chain,predicted_costs_experts_fixed_scout,75.0,0.36363636363636365,0.0016057485524475527,0.2432052222027972,1.1993006993006994,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 137, 'solver:openai/gpt-oss-20b': 140, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 5, 'solver:openai/gpt-oss-120b': 4}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 177, 'solver:openai/gpt-oss-20b': 157, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 5, 'solver:openai/gpt-oss-120b': 4}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 163, 'solver:openai/gpt-oss-20b': 123, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
state_policy::forced_scout_0_max4,forced_scout_chain,predicted_costs_experts_fixed_scout,75.0,0.33916083916083917,0.0012977458636363635,0.2418298993881119,1.4195804195804196,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 169, 'solver:openai/gpt-oss-20b': 111, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 6}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 114, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 6}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
always::scout:Qwen/Qwen3-4B-Instruct-2507,always_direct,none,100.0,0.2902097902097902,0.00026183225874125865,0.26402656433566435,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
always::solver:openai/gpt-oss-20b,always_direct,none,100.0,0.3881118881118881,0.0030106595979021,0.08704592832167812,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_direct,none,100.0,0.4020979020979021,0.004328844195804197,-0.030786517482517595,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}"
always::solver:openai/gpt-oss-120b,always_direct,none,100.0,0.47202797202797203,0.013906351258741255,-0.9186071538461533,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}"
state_policy::input_only_direct,input_only_direct,predicted_costs_experts_fixed_scout,100.0,0.34615384615384615,0.0011051762587412585,0.2356362202797203,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 172, 'solver:openai/gpt-oss-20b': 114, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 172, 'solver:openai/gpt-oss-20b': 114, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 172, 'solver:openai/gpt-oss-20b': 114, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
state_policy::flexible_bare_max4,flexible_chain,predicted_costs_experts_fixed_scout,100.0,0.36013986013986016,0.001495423465034965,0.21059751363636364,1.1888111888111887,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 146, 'solver:openai/gpt-oss-20b': 134, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 5, 'solver:openai/gpt-oss-120b': 1}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 186, 'solver:openai/gpt-oss-20b': 148, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 5, 'solver:openai/gpt-oss-120b': 1}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 172, 'solver:openai/gpt-oss-20b': 114, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
state_policy::forced_scout_0_max4,forced_scout_chain,predicted_costs_experts_fixed_scout,100.0,0.3356643356643357,0.0011162725069930064,0.22403708496503505,1.3741258741258742,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 179, 'solver:openai/gpt-oss-20b': 106, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 1}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 106, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 1}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
always::scout:Qwen/Qwen3-4B-Instruct-2507,always_direct,none,150.0,0.2902097902097902,0.00026183225874125865,0.2509349513986014,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
always::solver:openai/gpt-oss-20b,always_direct,none,150.0,0.3881118881118881,0.0030106595979021,-0.06348705157342688,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_direct,none,150.0,0.4020979020979021,0.004328844195804197,-0.24722872727272738,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}"
always::solver:openai/gpt-oss-120b,always_direct,none,150.0,0.47202797202797203,0.013906351258741255,-1.6139247167832163,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}"
state_policy::input_only_direct,input_only_direct,predicted_costs_experts_fixed_scout,150.0,0.3321678321678322,0.0008596231118881121,0.20322436538461539,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 198, 'solver:openai/gpt-oss-20b': 88, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 198, 'solver:openai/gpt-oss-20b': 88, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 198, 'solver:openai/gpt-oss-20b': 88, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
state_policy::flexible_bare_max4,flexible_chain,predicted_costs_experts_fixed_scout,150.0,0.34615384615384615,0.0011688337727272726,0.17082878024475526,1.1783216783216783,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 169, 'solver:openai/gpt-oss-20b': 114, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 3, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 209, 'solver:openai/gpt-oss-20b': 125, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 3, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 198, 'solver:openai/gpt-oss-20b': 88, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
state_policy::forced_scout_0_max4,forced_scout_chain,predicted_costs_experts_fixed_scout,150.0,0.3356643356643357,0.0008723395489510484,0.2048134033216784,1.3216783216783217,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 194, 'solver:openai/gpt-oss-20b': 92, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 92, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
always::scout:Qwen/Qwen3-4B-Instruct-2507,always_direct,none,200.0,0.2902097902097902,0.00026183225874125865,0.2378433384615385,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
always::solver:openai/gpt-oss-20b,always_direct,none,200.0,0.3881118881118881,0.0030106595979021,-0.21402003146853188,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_direct,none,200.0,0.4020979020979021,0.004328844195804197,-0.46367093706293727,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}"
always::solver:openai/gpt-oss-120b,always_direct,none,200.0,0.47202797202797203,0.013906351258741255,-2.3092422797202787,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}"
state_policy::input_only_direct,input_only_direct,predicted_costs_experts_fixed_scout,200.0,0.3181818181818182,0.0007699004510489509,0.164201727972028,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 212, 'solver:openai/gpt-oss-20b': 74, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 212, 'solver:openai/gpt-oss-20b': 74, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 212, 'solver:openai/gpt-oss-20b': 74, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
state_policy::flexible_bare_max4,flexible_chain,predicted_costs_experts_fixed_scout,200.0,0.3321678321678322,0.0010717940314685307,0.11780902587412603,1.1888111888111887,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 180, 'solver:openai/gpt-oss-20b': 104, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 2, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 223, 'solver:openai/gpt-oss-20b': 115, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 2, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 212, 'solver:openai/gpt-oss-20b': 74, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
state_policy::forced_scout_0_max4,forced_scout_chain,predicted_costs_experts_fixed_scout,200.0,0.3321678321678322,0.0008071669930069927,0.17073443356643364,1.3076923076923077,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 198, 'solver:openai/gpt-oss-20b': 88, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 88, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
searched_fixed_order_cascade,cascade_order_search,train_thresholds_no_eval_cost_decision,0.0,0.44405594405594406,0.018454961437062937,0.44405594405594406,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 9, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 40, ""solver:openai/gpt-oss-120b"": 113, ""solver:openai/gpt-oss-20b"": 124}","{""scout:Qwen/Qwen3-4B-Instruct-2507"": 173, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 164, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 124}",
searched_fixed_order_cascade,cascade_order_search,train_thresholds_no_eval_cost_decision,5.0,0.3776223776223776,0.006477620916083915,0.34523427304195803,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 28, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 194, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 64}","{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 194, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 258}",
searched_fixed_order_cascade,cascade_order_search,train_thresholds_no_eval_cost_decision,10.0,0.3776223776223776,0.006477620916083915,0.31284616846153845,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 28, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 194, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 64}","{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 194, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 258}",
searched_fixed_order_cascade,cascade_order_search,train_thresholds_no_eval_cost_decision,15.0,0.3741258741258741,0.003035288097902098,0.32859655265734267,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}","{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}",
searched_fixed_order_cascade,cascade_order_search,train_thresholds_no_eval_cost_decision,20.0,0.3741258741258741,0.003035288097902098,0.31342011216783217,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}","{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}",
searched_fixed_order_cascade,cascade_order_search,train_thresholds_no_eval_cost_decision,25.0,0.3741258741258741,0.003035288097902098,0.29824367167832166,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}","{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}",
searched_fixed_order_cascade,cascade_order_search,train_thresholds_no_eval_cost_decision,30.0,0.3741258741258741,0.003035288097902098,0.28306723118881116,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}","{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}",
searched_fixed_order_cascade,cascade_order_search,train_thresholds_no_eval_cost_decision,35.0,0.3741258741258741,0.003035288097902098,0.26789079069930066,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}","{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}",
